ProteinGroup	NV-284-14D	NV-284-Pre	NV-285-14D	NV-285-Pre	NV-291-14D	NV-291-Pre	NV-292-14D	NV-292-Pre	SHAM-257-14D	SHAM-257-Pre	SHAM-258-14D	SHAM-258-Pre	SHAM-485-14D	SHAM-485-Pre	SHAM-523-14D	SHAM-523-Pre	SNI-259-14D	SNI-259-Pre	SNI-260-14D	SNI-260-Pre	SNI-509-14D	SNI-509-Pre	SNI-514-14D	SNI-514-Pre
1-2_GL0126797	NA	NA	NA	NA	593670.0678	NA	NA	NA	NA	NA	5568.866562	NA	4706.725657	NA	NA	NA	13620.88198	6880.231092	6485.991175	6567.784787	727704.5919	49129.52314	445989.3062	546541.8275
1-2_GL0126819	NA	2567.374192	3924.907721	3377.647825	11226.57732	4414.673364	12698.13526	3408.961101	NA	NA	5193.883531	2772.906654	NA	6533.797858	NA	NA	NA	NA	NA	6328.711437	NA	NA	NA	11359.86531
1-2_GL0128806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38031.35198	8317.328538	NA	NA	31495.23358	NA	NA	NA
1-2_GL0129193	NA	3350.139022	NA	41113.19513	9643.210251	19847.10661	10628.69216	33600.84637	8517.795472	10281.42546	NA	NA	9960.734973	88482.68757	2974.046038	5945.238415	25841.20127	2435.783297	3805.34786	NA	4157.313245	16059.74867	5569.804844	10108.23214
1-2_GL0129193;11_GL0003265;2-5_GL0059022;3-3_GL0033464	10593	2919.58	NA	8931.3	17802.2	80783.7	122870	100741	43822.3	50536.8	11687.3	7667.7	83526.7	124330	42877.7	16832.4	8865.15	124761	21690.1	43690.9	161186	70680.7	43881.2	10258.4
1-2_GL0129635;5-6_GL0078041	3006.56	NA	NA	NA	26086.43621	8062.062955	31696.10899	NA	21352.40921	25047.16122	7916.229982	23560.0032	4203.75	6452.906608	6809.765563	11297.38095	10110.1	47381.258	5252.842811	36775.49299	10994.04976	12867.58442	3228.22	26468.17698
1-2_GL0129635;5-6_GL0078041;7-6_GL0110443;G1-5A_GL0169212	NA	11014.19269	NA	17292.76712	40767.97911	NA	47286.43418	28653.92139	37699.19525	39906.82053	16907.67355	49535.86998	35805.4793	12747.2131	69899.05459	90673.45062	35162.47687	NA	7990.383902	53945.38934	114315.2251	NA	16544.4337	37013.12868
1-2_GL0129635;7-6_GL0110443	NA	NA	NA	NA	2106.205986	NA	1612.18825	2604.683674	3655.607503	NA	791.7564884	3751.462723	2766.187485	NA	4759.225875	3727.367694	3011.351373	NA	NA	2488.503169	7356.529886	2287.993131	1046.094344	3283.907736
1-2_GL0129635;7-6_GL0110443;G1-5A_GL0169212	NA	NA	NA	NA	NA	NA	1031.55	NA	NA	1270.03	408.154	NA	NA	NA	NA	861.099	NA	654.923	NA	1250.11	761.754	968.256	NA	92.0547
1-2_GL0129656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22728.07496	NA	NA	NA	3203.417249	NA	NA	NA
1-2_GL0129659	NA	NA	NA	NA	NA	NA	NA	16593.97053	NA	NA	NA	NA	17709.04043	NA	NA	NA	23946.31994	NA	NA	NA	9746.523453	NA	20807.78364	NA
1-2_GL0129659;1A-dyr4-07_GL0022802;1A-dyr4-07_GL0104552;2-3_GL0029391;6-4_GL0056180;6-6_GL0082238;6-8_GL0021206;Group2-2A_GL0086136	148691	12707.3	28966.2	22516.3	98495.3	43425.3	136295	49115.3	45613.2	30690.7	115820	214401	57514.3	38925.5	128416	64917.7	191707	129137	134139	288767	38268.3	102200	10569.2	99896.4
1-2_GL0129659;1A-dyr4-07_GL0104552;3-5_GL0026479;3-5_GL0118066;5-2_GL0074880;5-6_GL0014236;6-3_GL0074355;6-4_GL0056180;6-5_GL0134428;6-8_GL0021206;7-4_GL0117967;8-1_GL0133522;Group2-2A_GL0086136;S-Fe20_GL0005176;S-Fe20_GL0134625	151052	65426.6	75808.6	92168.1	296472	159237	343792	59807.2	205167	71174.9	174065	110643	115904	218675	326960	344983	260344	181152	254708	195790	211948	296768	19329.7	310606
1-2_GL0129659;2-3_GL0029391	NA	NA	NA	NA	NA	4916.447566	35148.77438	NA	NA	NA	NA	9461.23954	4371.589949	2503.105425	NA	NA	NA	NA	14265.14102	NA	NA	NA	3970.977994	NA
1-2_GL0129659;2-3_GL0029391;5-6_GL0014236;6-8_GL0021206;7-5_GL0165275;8-7_GL0038437	366114	25524.5	26446.1	31408.7	91415.9	54994.6	181935	40187.9	59192.1	30921.9	279765	343506	81898.9	96844.7	95645.3	63841.2	80753.5	48030.8	218072	552613	26933.6	63675	80974.3	90440
1-2_GL0129659;8-1_GL0133522	15215.80581	3950.040105	10313.61423	4396.390166	45770.71949	7740.501439	17748.55977	17680.10247	13765.48985	8652.003858	17079.51138	6286.004662	42061.87822	27152.23377	31266.79472	37905.4497	28459.27843	15006.76162	18688.79677	16363.4321	16957.76869	25083.57107	13832.02578	44817.12719
1-2_GL0130010	NA	NA	NA	NA	70102.99021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98101.16186	NA	143839.1269	54839.83614
1-2_GL0130912	35578.38971	29631.5175	52058.74863	39447.81161	22962.1772	66631.11896	19971.08901	75107.1088	93933.3013	57132.40328	62720.34862	46918.55544	45876.31535	77905.42941	44798.61942	33220.07231	82214.72699	31554.52159	66172.22284	49107.51886	186697.2904	16997.69634	33910.30063	24158.93299
1-3_GL0000887	6497.782454	1977.74892	7524.505917	2843.537911	13446.55042	4386.570064	14789.43577	4360.0773	8106.125082	9196.813107	5752.206867	10829.83188	11350.78568	NA	9071.483671	12655.43522	11957.26784	12782.51913	5551.37532	6465.184741	7536.698909	20099.31903	14469.18735	13236.76382
1-3_GL0002375	11067.98548	4899.21189	NA	10148.67502	9359.282903	5187.862773	23788.10144	9214.250132	12475.87441	14780.48363	6765.920197	27975.63409	3810.186805	NA	18527.7495	21979.75696	6378.188556	18706.47115	6219.812923	NA	NA	NA	4564.695203	8928.25007
1-3_GL0002375;1-8_GL0028464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2203.768019	NA	NA	1541.22	NA	NA	NA	NA	NA	NA
1-3_GL0002375;1-8_GL0028464;23_GL0114894;3-7_GL0026613	30978.91568	4919.453375	10698.17326	18195.59364	27860.57408	7608.849828	18076.41232	46328.48909	31565.96929	29592.70601	NA	29093.28352	10313.68098	NA	81857.84531	40201.75295	8726.038967	36435.56586	23387.69986	NA	NA	NA	11236.23966	28017.51107
1-3_GL0002375;23_GL0114894;3-7_GL0026613	3082.33239	NA	2825.147902	NA	7152.188124	NA	NA	13069.40867	5638.066697	2615.511381	NA	NA	NA	NA	21102.07474	13205.19744	NA	5352.020096	NA	NA	NA	NA	NA	5756.11696
1-3_GL0002375;3-7_GL0026613	14576.29375	3570.513263	4969.357427	9725.933175	12800.82075	6070.939323	9430.476279	13201.8211	12970.1563	11711.59328	NA	21154.13481	NA	NA	28578.63988	25130.04084	NA	14772.52278	7026.840917	NA	NA	NA	NA	12815.90065
1-3_GL0005317	NA	NA	NA	NA	NA	5245.182569	NA	5523.417119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-3_GL0005317;G1-5A_GL0040735	NA	3707.567612	2156.535667	21047.05982	7662.156532	12917.82214	10644.02169	17892.55404	2269.15797	7901.483157	1609.864669	NA	8644.596258	30652.56315	7815.846632	9651.032177	6556.364245	4733.195766	2246.421044	NA	1339.901615	9069.966614	6401.730136	6613.993364
13_GL0005917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6920.406013	4424.7402	NA	NA	NA	NA
13_GL0007091	5130.76	NA	NA	NA	6858.63	NA	7714.14	NA	6450.79	NA	4966.61	NA	13096.4	NA	6397.46	NA	15332	NA	4754.82	NA	NA	NA	NA	7148.82
13_GL0007091;16_GL0075590	NA	NA	3786.186498	NA	5519.866254	3848.533642	4592.995526	5124.662653	4498.382423	NA	2234.17687	2971.385108	4789.260361	4457.968027	5573.962393	9749.889485	11302.75865	4758.160411	3804.753642	NA	NA	4767.420291	5328.272722	5958.302915
13_GL0007091;16_GL0075590;S-Fe20_GL0074935;S-Fe8_GL0091779;S-Fe8_GL0175826	NA	NA	NA	NA	NA	8223.726125	NA	3395.906919	8999.869795	NA	NA	NA	5964.100363	26022.91248	NA	NA	NA	NA	NA	NA	NA	NA	11424.62898	NA
13_GL0007091;S-Fe20_GL0074935	22799.2	NA	16054.7	10614.7	53973.2	21145.5	27806.9	51537.3	66257.1	NA	21260.3	39705.4	67017.7	35607.3	54753.7	141569	23883.9	37686.1	33854.5	25956.2	47510.1	75885	55308.5	51104.9
1-3_GL0011727	27536.68612	11129.88296	38160.73278	10770.20387	46971.98807	37854.68071	23778.4197	55138.50695	52138.16156	58619.24249	41964.15562	67155.98757	19196.68919	NA	63744.7655	58039.31621	68358.45659	74640.72051	22929.04766	37708.40933	38906.18734	34968.58143	66386.91581	47436.9268
1-3_GL0011727;47_GL0005829;MH-6-2_GL0032354	3713.965873	2565.972053	2350.217429	2017.35804	10465.41183	10857.75905	15548.30734	9018.458413	16362.00091	12456.1731	10293.29763	16491.66337	7469.598383	6507.0813	2601.648248	13118.97067	10531.60522	7289.499306	5995.071161	7532.729951	9660.738473	21036.66795	16494.96094	11667.94138
1-3_GL0011731;20_GL0090887;MH-6-2_GL0050618	NA	NA	11512.52843	NA	26294.49684	5709.3722	13044.67792	NA	8236.788826	NA	6340.035161	4005.674334	15620.04486	5365.645825	27470.5455	6714.387168	8351.922241	NA	14705.97136	NA	NA	NA	27720.3282	28714.39244
1-3_GL0015145	11663.5	20352.4	3367.54	24071.6	NA	NA	NA	NA	NA	NA	NA	3580.42	24588.5	5563.61	24628.7	52411.5	NA	19583.9	NA	4835.85	NA	NA	NA	NA
1-3_GL0015145;10_GL0048655;11_GL0128752;1A-dyr4-07_GL0011948;1A-dyr4-07_GL0019666;1A-dyr4-07_GL0081851;2-1_GL0042309;2-1_GL0047991;2-1_GL0055223;2-1_GL0106619;2-1_GL0110700;2-2_GL0055485;2-2_GL0119514;2-2_GL0131240;2-2_GL0151691;2-3_GL0051869;2-8_GL0056240;20_GL0041194;20_GL0131076;2A-dyr14-06_GL0053546;2_GL0109744;3-5_GL0002294;34_GL0009955;4-1_GL0043646;4-2_GL0119024;4-8_GL0049564;43_GL0068607;5-6_GL0009184;5-7_GL0138952;6-2_GL0075313;7-5_GL0132684;8-1_GL0112958;8-1_GL0116806;8-2_GL0109138;G1-6A_GL0013373;Group2-4A_GL0002090;Group2-5A_GL0020639;Group2-8A_GL0097846;MC-0-1_GL0061765;MC-6-2_GL0075820;MC-6-2_GL0173474;S-Fe12_GL0209804;S-Fe16_GL0001212;S-Fe3_GL0118341;S-Fe9_GL0044726	367270	55450.7	71208.1	117108	450963	353939	754654	2894.88	14609.5	NA	424546	NA	40733.9	372808	394138	351668	272314	349384	539966	637081	12076.4	259999	39995.2	484815
1-3_GL0015145;10_GL0048655;2-1_GL0042309;2-2_GL0131240;2-3_GL0051869;34_GL0009955;43_GL0068607;6-2_GL0075313;7-8_GL0086080;Group2-8A_GL0080255;MC-6-2_GL0075820	3229.49	7383.1	9906.29	4994.93	46455.7	16453.9	16777.3	25670.9	13788.9	4446.87	5901.35	7883.97	64747.1	7724.3	8263.85	13825.2	110811	7889.74	19924	4867.85	16632.3	16022.5	53133.8	54002.8
1-3_GL0015145;10_GL0048655;2-2_GL0131240;2-3_GL0051869;34_GL0009955;43_GL0068607;6-2_GL0075313;Group2-8A_GL0080255;MC-6-2_GL0075820	NA	NA	NA	NA	NA	NA	NA	12546.4	45475.5	NA	NA	8796.3	100200	NA	NA	NA	NA	NA	NA	NA	69848.6	NA	67583.3	NA
1-3_GL0015145;11_GL0128752;2-1_GL0047991;2-1_GL0055223;2-1_GL0106619;2-1_GL0110700;2-2_GL0055485;20_GL0131076;3-5_GL0002294;34_GL0009955;4-1_GL0043646;4-8_GL0049564;7-5_GL0132684;8-2_GL0109138;Group2-8A_GL0080255;S-Fe12_GL0209804	NA	21104.9	21715.4	19114.9	160721	15143.9	102965	NA	NA	7647.11	NA	NA	NA	14613.4	NA	6712.96	59239.3	20721.3	27981.2	16974.2	NA	56996.8	NA	128913
1-3_GL0015145;11_GL0128752;2-1_GL0047991;2-1_GL0055223;2-1_GL0106619;2-1_GL0110700;2-2_GL0055485;2-2_GL0119514;2-8_GL0056240;20_GL0041194;3-5_GL0002294;34_GL0009955;4-1_GL0043646;4-2_GL0119024;4-8_GL0049564;7-5_GL0132684;8-2_GL0109138;Group2-4A_GL0002090;Group2-5A_GL0020639;S-Fe12_GL0145635;S-Fe12_GL0209804;S-Fe16_GL0001212	18616.30953	12970.1551	27398.38593	11695.18243	52213.6393	53855.54165	53993.01639	56842.33531	24361.37618	15055.85708	40651.16127	29679.17514	48424.22628	40686.92757	56706.09198	45593.97527	61178.13144	25166.39216	48805.02887	25599.67281	39346.32062	26685.85697	38609.87753	72116.97237
1-3_GL0015145;11_GL0128752;2-1_GL0055223;2-1_GL0110700;2-2_GL0055485;20_GL0131076;34_GL0009955;4-8_GL0049564;7-5_GL0132684;8-2_GL0109138;Group2-8A_GL0080255	39107.9	NA	NA	11736.4	89612.65819	63496.81125	52070.27701	NA	NA	10159.1	27949.6	NA	NA	32391.30602	38923.03341	67802.2	50534.70672	48481.5	84642.35607	73516.08966	80256.71211	52874.2	NA	71365.85896
1-3_GL0015145;2-1_GL0047991;2-1_GL0106619;2-1_GL0110700;20_GL0131076;34_GL0009955;4-1_GL0043646;4-8_GL0049564;Group2-5A_GL0020639;Group2-8A_GL0080255;MC-0-1_GL0061765	22384.6	10932	14057.2	9881.19	95772.91128	127628.3788	53170.567	39865.17643	28272.40456	16091.2	34833.56379	29719.57027	63528.20748	37359.91569	68393.66774	54400.6	92390.11441	67439.16048	95123.64734	61614.27187	52966.13146	56876.41003	87053.87967	89909.44314
1-3_GL0015145;2-1_GL0047991;2-1_GL0106619;2-1_GL0110700;20_GL0131076;34_GL0009955;4-8_GL0049564;Group2-8A_GL0080255;MC-0-1_GL0061765	262639	199115	192292	119792	772362	221166	536484	325380	313952	140905	527658	457273	698008	452173	482302	539557	544379	805198	547664	796465	436711	905886	395245	802739
1-3_GL0015145;2-1_GL0047991;2-1_GL0110700;4-2_GL0119024;4-8_GL0049564;6-2_GL0075313;Group2-5A_GL0020639	10309.5	22865.3	33620.8	10896.7	64400.9	19584.6	11823.2	24495.2	41465.3	17111.1	49967.3	51332.3	62223.5	29669	39403.7	74115.99092	144381.4595	87711.2	62802.4	41361.7	79176	91833.24629	29940.9	55785
1-3_GL0015145;2-1_GL0047991;2-1_GL0110700;4-8_GL0049564;Group2-5A_GL0020639	35835.87583	NA	27703.7543	NA	56463.78396	40323.61919	24565.45777	14485.04145	36624.7812	21101.1929	98565.29302	32427.47866	73181.67725	69927.8099	35762.54128	77213.14372	131248.8587	121993.1817	118630.501	77372.18541	67821.96825	137399.5931	38074.47729	58535.90572
1-3_GL0015145;2-1_GL0106619;2-1_GL0110700;2-8_GL0056240;20_GL0131076;34_GL0009955;4-1_GL0043646;8-1_GL0112958;Group2-4A_GL0002090;Group2-8A_GL0080255;MC-0-1_GL0061765;S-Fe16_GL0001212;S-Fe9_GL0044726	NA	293576	474967	NA	1373410	1027070	1339590	629423	1003680	NA	30670.4	748081	1255760	624741	1220910	1041100	1422960	811605	1200090	NA	603974	NA	1043440	1176950
1-3_GL0015145;34_GL0009955;Group2-8A_GL0080255	NA	NA	NA	NA	NA	10032.11016	NA	NA	11058.98863	NA	NA	NA	26203.07416	NA	9791.129374	14127.16076	NA	NA	NA	NA	6502.190706	NA	9854.030872	20059.62061
1-3_GL0017605;17_GL0025275;17_GL0156454;1A-dyr2-07_GL0042348;2-7_GL0011452;20_GL0148138;3-4_GL0027057;5-8_GL0107180;7-2_GL0074910;8_GL0159208;Group2-7A_GL0014189;S-Fe2_GL0094361	NA	NA	NA	NA	21359.74163	12174.54938	5204.26	16263.49498	NA	NA	NA	NA	5409.511307	20545.23496	45910.27133	NA	12177.31146	2834.64	14258.90779	NA	NA	NA	18414.85006	25817.84358
1-3_GL0017605;20_GL0148138;5-8_GL0107180;Group2-7A_GL0014189;S-Fe2_GL0094361	4187.14	2877.13	3891.66	3188.21	8560.38	2342.99	5269.84	NA	4418.25	NA	8534.36	2699.9	7692.05	3241.63	11968.5	6842.85	4043.52	4826.07	12164.4	NA	NA	4277.03	11283.3	9951.53
1-3_GL0017605;3-4_GL0027057;5-8_GL0107180;Group2-7A_GL0014189;S-Fe2_GL0094361	3655.624826	5555.93901	3569.559082	8243.654252	10297.97955	5309.734595	6681.545248	NA	NA	NA	6061.021942	NA	8069.943856	4424.904359	17734.13091	4643.438432	3167.189241	4238.60929	12279.32571	3075.245799	NA	NA	8623.873899	9887.087658
1-3_GL0017605;3-4_GL0027057;Group2-7A_GL0014189;S-Fe2_GL0094361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300.778	NA	NA	NA	NA	NA	NA	NA	421.169	439.647
1-3_GL0017605;5-8_GL0107180;Group2-7A_GL0014189;S-Fe2_GL0094361	NA	10330.75538	10937.8681	19856.50062	31618.23833	18165.31199	24917.37666	21696.34648	22848.56509	NA	16456.00419	9681.869735	22681.28818	25876.62066	40077.17983	NA	18333.40798	7003.467004	25001.1417	7795.684869	NA	8254.620248	31775.58011	32460.22173
1-3_GL0017605;Group2-7A_GL0014189;S-Fe2_GL0094361	NA	NA	6744.345644	4774.780858	14256.39588	5323.421991	6559.203824	NA	NA	NA	4307.644735	NA	5384.636069	9554.753382	16591.50769	10994.02368	9452.078374	5317.785621	7997.988046	5572.611587	NA	7151.994796	16110.70983	16090.0259
1-3_GL0017870;1-7_GL0120419	NA	13043.63036	156877.7966	88654.31074	15616.67751	29053.24423	175744.8402	28368.65884	75478.28254	26499.30191	14166.71951	146931.9445	167587.3415	NA	70339.46635	11161.70465	117309.8289	117030.6415	112715.5734	131182.2687	153974.4307	191618.5391	44755.2342	16326.70853
13_GL0028689	20780.3	2190.63	NA	NA	NA	NA	11140.1	5140.11	NA	NA	18582.3	16330.4	21273.9	4358.3	NA	NA	NA	11614	12429.1	32246.3	7437.68	NA	13486.1	NA
13_GL0028689;2-1_GL0024490;3-3_GL0015631;5-3_GL0039091;MC-6-2_GL0180617	NA	NA	NA	NA	NA	NA	NA	18997.98657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13_GL0028689;4-2_GL0042526;4-8_GL0011751;54_GL0038006;6-2_GL0090424;Group2-3A_GL0021692	26118.4	NA	NA	NA	49655.9	39428.4	70535.8	NA	56590.5	NA	27202.2	36083.2	35536.2	39879.9	59000.5	75067.1	NA	51045.4	47627.4	37280.8	26790.4	NA	74640.4	58788.2
1-3_GL0029364;2-4_GL0036412;2-8_GL0114803;3B-dyr36-06_GL0014778;6-2_GL0084710;Group2-8A_GL0050754;S-Fe10_GL0121171;S-Fe12_GL0048418	9010.2959	NA	NA	NA	4376.48	NA	4020.9	NA	NA	NA	2867.13	NA	NA	NA	NA	NA	NA	NA	8433.059156	12372.71634	NA	NA	NA	3302.02
1-3_GL0029364;Group2-2A_GL0046340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5313.26	10622.6	11338.5	NA	NA
1-3_GL0031341;1-3_GL0118280;10_GL0070277;23_GL0123068;26_GL0009909;Group2-8A_GL0108082	5410.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	16014	NA	NA	7304.76	14129.2	11091.5	16910.4	14343	NA	NA	NA	11084.7	NA	19724.2
13_GL0031459	NA	NA	15905.71603	14896.21355	7318.12043	9328.245726	NA	NA	NA	NA	10174.18738	NA	NA	10620.8607	NA	10720.62842	NA	11810.14141	20628.36694	NA	NA	NA	NA	NA
13_GL0031459;13_GL0088770;1A-dyr3-06_GL0038646;3-1_GL0008128;32_GL0056532;40_GL0065169;5-7_GL0079241;G1-1A_GL0024937;G1-1A_GL0033980;G1-1A_GL0070733;Group2-7A_GL0008319;MC-0-1_GL0099489;MC-6-2_GL0079559;MC-6-2_GL0081183;MC-6-3_GL0102499;MH-6-1_GL0077133;S-Fe10_GL0004791;S-Fe10_GL0029757;S-Fe10_GL0069551;S-Fe10_GL0083061;S-Fe15_GL0011394;S-Fe17_GL0006382;S-Fe20_GL0013758;S-Fe20_GL0026514	69732.14958	27851.30323	37566.2587	25757.21523	27296.95229	25403.91441	27022.84161	4382.388047	10182.72429	24517.31545	65493.07875	6746.282115	8120.825134	50411.17463	38933.70466	24299.57786	37863.61523	30462.90849	42040.40228	36416.58837	22063.60765	10207.88753	4846.8476	27684.27389
13_GL0031459;13_GL0088770;1A-dyr3-06_GL0038646;3-1_GL0008128;32_GL0056532;4-7_GL0125984;5-7_GL0051750;G1-1A_GL0024937;G1-1A_GL0033980;G1-1A_GL0070733;Group2-7A_GL0008319;MC-0-1_GL0099489;MC-6-2_GL0079559;MC-6-2_GL0081183;MC-6-3_GL0102499;MH-6-1_GL0077133;S-Fe10_GL0029757;S-Fe10_GL0069551;S-Fe10_GL0083061;S-Fe15_GL0011394;S-Fe8_GL0076265	2470.746781	6728.546426	9292.865051	3025.824286	8453.156504	3763.569294	2480.110743	5979.898377	3826.110365	1826.304508	4480.087299	1463.737397	4483.248138	5582.963185	9639.793251	3646.571938	7108.444572	1771.588527	2858.091451	3060.981808	5205.250659	2825.565729	6445.676305	5882.780945
13_GL0031459;13_GL0088770;23_GL0140512;3-1_GL0008128;G1-1A_GL0024937;G1-1A_GL0033980;G1-1A_GL0070733;MC-6-2_GL0079559;MC-6-2_GL0081183;MC-6-3_GL0102499;S-Fe10_GL0004791;S-Fe10_GL0083061;S-Fe15_GL0011394	32822.06891	5084.428687	NA	5671.950624	NA	21151.02932	11013.36936	NA	3644.017642	NA	34001.5105	16136.31882	4542.287725	27076.95434	4906.154396	NA	NA	9055.173983	26783.06592	12193.0957	NA	NA	5899.51381	NA
13_GL0031459;13_GL0088770;3-1_GL0008128;5-7_GL0051750	55820.5	34288.6	9716.78	36481.2	18244.8	26291.3	30700.7	27798.5	20857.6	23639.2	28100.66421	10232.6	20510.6	91945.5516	1768.38	9491.45	24718.1	8892.17	50915.55711	23329	28263.9	16916	20869.6	22245.3
13_GL0031459;13_GL0088770;32_GL0056532;Group2-7A_GL0008319;MC-0-1_GL0099489;MH-6-1_GL0077133;S-Fe10_GL0069551	NA	NA	NA	1620.03	4459.63	13914.8	1293.43	9374.43	NA	1875.96	NA	NA	2984.5	6886.07	12869.3	1919.97	5786.15	2452.84	4218.93	1551.73	NA	1582.03	3332.86	4425.13
13_GL0031459;1A-dyr3-06_GL0038646;23_GL0140512;3-1_GL0008128;G1-1A_GL0024937;G1-1A_GL0070733;MC-6-2_GL0079559;MC-6-2_GL0081183;MC-6-3_GL0102499;S-Fe10_GL0004791;S-Fe10_GL0029757;S-Fe10_GL0069551;S-Fe10_GL0083061;S-Fe15_GL0011394;S-Fe20_GL0150679	569776.7097	441476.558	1044901.225	470955.9568	227003.2584	514983.1947	243280.6536	271185	501881.0975	351258.2461	687295.4568	275951	383283	422763.193	434380.8138	252398.2735	513466.2415	202209.8436	325590.7644	250827.4585	690507.115	160129.7581	417145.5458	219821.487
13_GL0031459;1A-dyr3-06_GL0038646;2A-dyr16-07_GL0025146;3-1_GL0008128;32_GL0056532;G1-1A_GL0024937;G1-1A_GL0070733;Group2-7A_GL0008319;MC-0-1_GL0099489;MC-6-2_GL0079559;MC-6-2_GL0081183;MC-6-3_GL0102499;S-Fe10_GL0004791;S-Fe10_GL0029757;S-Fe10_GL0083061;S-Fe7_GL0291283	462232	179264	318454	145703	74665	148158	126233	139527	101752	107217	367121	96868.6	93451.1	189822	134461	89852.9	145721	117016	231389	213322	297731	54262.8	148932	90588.6
13_GL0031459;23_GL0140512	47525.8	21403.3	36474.9	28791	NA	23782	10524.6	NA	NA	NA	35185.1	NA	20447.6	38181.1	34693.3	9344.06	NA	NA	38604	28340	8339.97	NA	61997.1	NA
13_GL0031459;2A-dyr16-07_GL0025146;32_GL0056532;Group2-7A_GL0008319;MC-0-1_GL0099489	6744.15	3373.54	4567.47	2982.44	12545	11788.4	13555.4	11394.7	2589.09	4517.37	6469.96	4383.23	12287.1	21525.6	17516.4	11585.5	6369.76	5005.32	10601.4	7726.77	5314.43	6226.16	10493.9	13862.9
13_GL0031459;Group2-7A_GL0008319;MC-0-1_GL0099489	NA	13496.89538	NA	NA	NA	8726.92944	12626.01126	11884.47241	NA	NA	NA	11128.66244	9363.88901	20973.59705	NA	10098.74612	6703.639925	NA	6933.376386	11300.14568	NA	NA	NA	10256.05241
13_GL0031459;MH-6-1_GL0077133;S-Fe10_GL0069551;S-Fe17_GL0006382;S-Fe7_GL0291283	69644.16759	58339.85723	32853.78651	98341.6611	85955.71846	67281.69137	69331.63236	78360.39501	80779.60072	80352.4347	60079.13772	40684.92037	92737.65119	35957.49682	30778.63931	28882.62535	128203.3975	39460.63795	58528.62211	43924.3196	40004.1151	90820.67352	71902.71934	88921.7414
13_GL0031459;S-Fe10_GL0069551	131771.8557	25179.45753	80438.62271	103456.2105	88276.1739	111591.4105	77883.30045	111700.5096	80320.95168	127212.4003	128693.9982	43683.7433	136297.7894	56653.64301	32469.32243	87070.37941	140510.823	41621.49426	93446.59414	35262.73462	133220.431	64498.76267	86800.72738	77013.99324
1-3_GL0032164	24128.72197	42593.89833	30361.80322	34282.31794	8301.002822	17310.12585	NA	8615.633189	7185.654869	9477.074387	24041.1654	4157.176599	5572.942979	25435.64461	18128.09413	7492.176332	21230.07111	6515.111509	39134.5039	12354.65178	12942.96414	NA	6490.060347	9536.447627
1-3_GL0034961;11_GL0103683;2-1_GL0073888;6-2_GL0048888;6-6_GL0113572;G1-1A_GL0028477	108873.564	16682.30431	27820.08923	13994.67156	91158.03369	47573.4029	181090.0242	34388.40714	31093.24672	9308.071544	62917.55343	35788.9339	118480.0039	28283.05842	87310.60467	37430.45157	25385.62616	22971.34057	103796.3725	98716.88104	27490.44477	57688.2927	42528.565	103305.9142
1-3_GL0034961;2-1_GL0073888;6-2_GL0048888;G1-1A_GL0028477	NA	NA	5231.949696	2013.438181	6355.934094	2130.797629	5321.073925	2123.600868	NA	NA	5519.015778	NA	10290.49922	2895.393056	11793.49017	2964.889994	NA	NA	NA	NA	3163.535286	NA	7558.973943	7671.218793
1-3_GL0038934	5832.752506	NA	5649.495582	NA	12956.34304	5107.420608	11938.39775	4110.916066	9837.135149	NA	NA	5457.103557	10424.81847	NA	NA	10362.9576	6874.615194	NA	10139.65817	5035.369827	NA	NA	12553.39502	12477.53751
1-3_GL0039389	NA	NA	NA	NA	1627.203542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1180.376332
1-3_GL0039389;S-Fe7_GL0035756	NA	957.312	NA	NA	1583.75	2442.19	1122.27	2277.09	NA	NA	1144.39	NA	NA	1169.8	1508.42	NA	1988.28	NA	2104.59	NA	NA	NA	969.964	1965.71
1-3_GL0041101	NA	7232.35	5923	41726.8	13060.7	26893.8	14459.7	17946.1	4889.9	NA	12647	NA	12511.8	111610	9042.16	21551.8	NA	NA	8144.21	NA	NA	NA	18022.7	14570.2
